bs,bs1,bs2,bs2_1,bs3,bs4_1,c10_1,c1_1,c2_1,c2_2,c2_3,c3_1,c3_2,c3_3,c3_4,c3_5,c3_6,c3_7,c3_8,c4,c5,c6_1,c6_2,c6_3,c7,c8_1,c8_2,c8_3,c8_4,c8_5,c8_6,c9_1,c_total,ct10,ct12,ct13,ct14,ct15_1,ct16,ct1_1,ct1_2,ct1_3,ct1_4,ct2_1,ct2_2,ct2_3,ct3_1,ct3_2,ct3_3,ct3_4,ct4,ct5,ct6_1,ct7_1,ct7_2,ct8_1,ct8_2,ct8_3,ct9_1,f1_1,f2_1,f2_2,f3_1,f3_2,f3_3,f3_4,f3_5,f4_1,f5,f6_1,l1_1,l1_2,l1_3,l1_4,l1_5,l1_6,l2_1,l2_2,l2_3,l2_4,l3_1,l3_2,l3_3,l3_4,l4_1,l4_2,l4_3,l4_4,l_total,c_total,ct_total,f_total,l_sum,c_sum,ct_sum,f_sum,l_avg,c_avg,ct_avg,f_avg,total
1,38,1,1,1,6,1,1,1,0.83,0.33,0.83,0.83,1,1,0.5,0.67,0.67,0.5,0.25,0.75,0.83,0.67,1,,0.67,0.83,0.83,1,0.5,1,0.83,26,0.71,0.33,0.75,1,1,0,0.83,1,0.5,0.67,1,0.67,1,0.67,0.83,1,0.67,,0,0.83,0.83,0.67,0.67,1,0.83,1,0.67,0.17,0,0.83,0.67,1,1,0.67,0.83,0.5,1,0.67,0.17,0.5,0,0.17,0.33,0.67,0.33,0,1,0.17,0.67,0.83,0.5,0.83,1,0.67,0.83,18,26,26,11,9.34,19.32,18.46,7.34,12.97,18.58,17.75,16.68,54.46
0,0,0,0,0,0,0.67,0.5,0.83,0.5,0.33,0.67,0.5,0.33,0.33,0.5,1,0.5,0.17,0.5,0.5,0.67,0.5,0.67,0,0.67,0.67,0.67,0.33,0.67,0.33,0,26,0.29,0.33,0,0.5,0.5,,0.83,0.67,0.33,0.5,0.5,0.5,0.17,0.33,0.5,0.17,0.67,,,0.5,0.5,0.67,0.5,0.5,0.33,0.67,0.5,0.17,0.67,0.33,0.67,0.67,0.5,0.67,0.5,0.75,0.33,0.5,0.83,0.33,0.67,0.67,0.5,0,0.5,0.17,0.33,0.67,0.67,0.83,0.5,0.67,0.5,0.83,0.33,18,26,26,11,9.5,13.01,10.46,5.76,13.19,12.51,10.06,13.09,38.73
0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,26,0.86,0.44,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,26,26,11,18,19,21.3,11,25.00,18.27,20.48,25.00,69.30
0,0,0,0,0,0,0.67,0.67,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.67,0.67,0.83,0.83,0.5,0.5,0.83,0.83,0.83,0,0,0.17,0.17,0.17,0.17,0.17,0.83,26,0.57,0.22,0.5,0.5,0.5,0,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.83,0.83,0.83,0.83,0,0,0,0.83,0.83,0.83,0.83,0.83,0.5,0.67,1,0.33,0.83,0.83,0.83,0.83,0.83,0.83,0.75,0.67,0.17,0.83,0.17,0.67,0.5,0.67,0.67,0.5,0.83,0.83,0.17,0.17,0.17,0.67,0.83,0.83,0.83,0.83,18,26,26,11,10.34,15.32,11.45,8.4,14.36,14.73,11.01,19.09,45.51
0,0,0,0,0,0,0.83,0.5,0.67,0.33,0.83,1,0.83,1,0.83,0.67,0.83,0.83,0.83,1,0.75,1,1,1,0,0.17,0,0,0.17,0.17,0,1,26,0.57,0.11,0.75,0.5,0.33,0,0.67,0.33,1,0.33,1,0.5,0.67,1,1,0.83,1,0.17,,0.17,0.83,0.83,0.83,0.83,0.83,0.5,0.83,1,0.67,0.67,0.5,0.5,0.83,0.67,1,1,0.33,0.67,0.5,0.83,0.67,0.33,0.17,0.5,0.67,0.67,0.67,0.33,0.5,0.67,0.83,0.83,0.67,0.67,0.83,18,26,26,11,11.01,16.24,15.58,8,15.29,15.62,14.98,18.18,50.83
0,0,0,0,0,0,0.5,0.5,0.67,0.17,0.83,0.83,0.83,0.67,0.67,0.17,0.17,0.17,0.67,0,0.25,0.83,0.83,1,0,0,0,0.17,0.17,0.5,0,0.83,26,0.57,0.22,0.75,0,0.83,0,1,0.5,0.83,0.33,1,0.83,0.5,0.83,0.67,0.67,0.5,,,0,0.5,0.67,0.83,0.83,0.83,0.67,1,1,1,0.83,0.5,0.67,0.83,0.83,0.5,1,0.5,0.83,0.5,0.83,0.67,0.83,0.67,0.17,0.17,0.33,0.17,0.5,0.67,0.5,0.67,0.83,0.83,0.83,0.83,18,26,26,11,10.83,11.43,14.36,8.66,15.04,10.99,13.81,19.68,45.28
0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0.17,0.17,0,0,0,0,0.67,0.67,1,,0.83,0.67,1,1,0.33,0.67,0.67,26,0,0,0.25,0.5,0,,0.33,0,0.17,0.17,0.17,0,0.17,0,0,0,0,,,0,0.17,0,0,0.33,0.17,0,0.33,0,0,0.67,0,0,0,0,0.17,0.75,0,1,0.17,0.17,0.17,0.17,0,0,0,0,0,0,0,0,0.17,0,0,0,0,18,26,26,11,1.85,8.02,2.43,1.92,2.57,7.71,2.34,4.36,14.22
1,2,1,2,0,2,0.83,0.83,0.5,0.67,0.67,0.83,0.83,1,0.83,1,0.83,0.83,0.83,0.25,0.25,1,1,1,,0,0,0.17,0.33,0.5,0.17,0.67,26,0.5,0,0,0.5,0.5,,0.5,0.5,1,0.33,0.67,0.5,0.5,0.67,0.83,0.83,0.83,0.17,,0,1,0.67,0.5,0.67,0.83,0.5,0.83,0.33,0.17,1,0.83,0.83,0.83,0.83,0.5,0.5,0.5,0.67,0.67,0.17,0.33,0.67,0.17,0.83,0.5,0.5,0.83,0,0.67,0.83,0.83,0.5,0.5,0.83,0.67,18,26,26,11,10.17,15.82,13,7.15,14.13,15.21,12.50,16.25,46.14
0,0,0,0,0,0,0.67,0.67,0.67,0.67,0.17,0.83,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.75,0.25,0.67,0.83,0.83,0,0.17,0.17,0,0.33,0.17,0.17,0.67,26,0.29,0.33,1,0.5,0.83,0,0.5,0.33,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,,0,0.5,0.5,0.5,0.5,0.5,0.5,0.83,0.83,0.83,0.83,0.67,0.67,0.67,0.67,1,1,0.5,0.17,0.83,0.83,0.83,0.83,0.67,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.83,0.67,0.67,0.67,18,26,26,11,11,13.38,11.28,8.5,15.28,12.87,10.85,19.32,44.16
0,0,0,0,0,0,1,0,0.33,0,0.17,1,0.67,0.67,1,0.33,0.33,0.17,0.33,1,0.75,1,1,1,0,0,0.17,0,0,0,0,1,26,0.14,0.11,0.25,0.5,0,0,0.67,0.5,1,0.17,1,0.17,0.33,0.83,0.83,0.33,0.83,0.17,,0,0.83,1,0.67,0.67,0.67,0.5,0,0,0,0.67,0,0,0,0.33,1,1,0.33,0.17,0.83,0.33,0.67,0.83,0.33,0,0,1,0,0,0.33,0.17,0.67,0.17,0.17,0.17,0.17,18,26,26,11,6.01,11.92,12.17,3.33,8.35,11.46,11.70,7.57,33.43
0,0,0,0,0,0,0.83,0.67,0.83,0.67,1,1,0.83,0.67,0.83,0.5,1,0.83,0.83,1,1,1,1,1,0,0,0.67,0.33,0.5,0.67,0,0.83,26,0.29,0.22,0.5,0.5,0.33,0,0.33,0.33,0.67,0.33,0.67,0.33,0.33,0.83,0.83,0.83,0.83,,,0,0.17,0.17,0.17,0.17,0.17,0.17,0.67,0.17,0.33,0.83,0.83,0.67,0.83,0.83,0.83,1,0.5,0.17,0.17,0.67,0.83,0.67,0.33,0.83,0.83,0.83,0.83,0.83,0.83,0.67,0.83,1,1,1,1,18,26,26,11,13.32,18.49,9.17,7.49,18.50,17.78,8.82,17.02,48.47
0,0,0,0,0,0,1,1,1,0.67,0.83,1,1,1,1,0.67,1,0.67,0.67,0.25,0.25,1,1,1,0,0,0,0,0,0,0,1,26,0,0.22,0.75,0.5,1,0,1,1,1,0,0.17,0,0,0.83,0.67,0,0.17,,0,0,0.17,0.67,0,0.67,0,0,1,0.83,0.83,1,0.83,1,1,0.83,1,1,0.83,0.83,0.17,0.17,0.17,0.83,0.83,1,1,1,1,0.83,1,1,1,1,1,1,1,18,26,26,11,14.83,16.01,8.82,10.15,20.60,15.39,8.48,23.07,49.81
0,0,0,0,0,0,0.67,0.83,0.83,0.67,0.83,0.67,0.83,0.67,0.67,0.5,0.83,0.5,0.5,0.25,0,1,1,1,0,0,0,0,0.17,0.33,0,0.83,26,0.29,0.67,0.5,1,0.5,0,1,1,1,1,1,1,0.83,0.5,0.5,0.5,0.5,0,0,0,0.67,0.5,0.67,0.67,0.67,0.67,1,1,1,0.83,1,0.83,0.83,0.83,1,1,0.67,0.33,0.83,0.83,0.83,0.67,0.67,0.5,0.5,0.5,0.5,0.33,0.5,0.5,0.5,0.83,1,1,1,18,26,26,11,11.82,13.58,15.64,9.99,16.42,13.06,15.04,22.70,51.03
0,0,0,0,0,0,0.67,0.67,0.83,0.33,0.83,0.83,0.67,0.67,0.67,0.5,0.67,0.83,0.67,0.25,0.25,0.83,0.83,1,0,0,0.33,0.17,0.17,0.33,0,0.83,26,0.29,0.11,0.75,1,0.83,0,0.67,0.67,0.83,0.33,0.83,0.67,0.5,0.83,0.67,0.67,0.67,,,0,0.83,0.67,0.67,0.5,0.67,0.5,0.83,1,1,0.83,0.83,0.67,0.83,0.83,0.83,0.75,0.33,0.67,0.33,0.83,0.67,0.33,0.67,0.67,0.67,0.67,0.67,0.33,0.67,0.67,0.83,1,0.83,0.83,0.83,18,26,26,11,12.17,13.83,14.16,8.73,16.90,13.30,13.62,19.84,48.89
0,0,0,0,0,0,0.33,0.17,0.17,0,0,0.83,0.83,0.83,0.33,0.83,0.67,0.67,0.67,0.25,1,0.17,0.83,0.67,0,0.33,0.83,1,0.67,0.83,0.17,0.33,26,0.14,0.11,0.5,0.5,0,0,0.83,1,1,0.67,1,0.33,0.67,1,1,0.5,1,,,0,0.83,1,0.67,0.67,1,1,0.5,0.33,0.5,0.83,0.33,0.67,0.83,0.67,0.83,0,0,0,0.67,0.17,1,0.33,0.33,0.67,0.5,0,0.67,0,0.17,0.5,0.83,0.17,0.17,0.17,0.17,18,26,26,11,6.52,13.41,15.42,5.49,9.06,12.89,14.83,12.48,40.84
0,0,0,0,0,0,0.83,0.67,0.33,0.67,1,0.5,0.5,0.5,0.17,0.5,0.5,0.67,0.83,0,0.25,0.83,0.83,0.67,0,0,0,0,0.33,0.17,0,0.83,26,0.29,0.22,0.5,0.5,0.33,0,0.67,0.67,1,0.17,1,0.17,0.17,0.83,0.67,0.67,1,,,0,0.33,0.67,0.67,0.67,0.83,0,0.83,0.83,0.83,0.83,0.83,0.83,0.67,0.67,0.83,0.25,0.33,0.83,0.83,0.67,0.33,1,0.33,0.67,1,1,0.67,0.33,0.83,0.83,0.83,0.67,0.67,0.67,0.67,18,26,26,11,12.83,11.58,12.03,7.73,17.82,11.13,11.57,17.57,44.17
0,0,0,0,0,0,0.67,0.17,0.17,0,0.17,0.67,0,0.67,0.17,0.17,0.17,0.33,0.17,0,0.25,0.83,1,0.83,0,0,0.5,0.33,0.5,0.67,0,0.5,26,0.14,0.22,0.5,0.5,0.33,,0.33,0.33,0.67,0,0.5,0.17,0.17,0.83,0.67,0,0.17,0,,0,0.67,0.17,0.67,0.83,0.83,0.67,0,0,0,0.17,0,0.17,0.17,0.17,0.83,0.25,0.83,0.83,0.5,0.5,0.83,0.83,0.83,0.33,0.5,0.5,0.5,0,0,0,0,0.5,0.33,0.67,0.33,18,26,26,11,7.98,8.94,9.37,2.59,11.08,8.60,9.01,5.89,28.88
0,0,0,0,0,0,0.83,0.67,0.67,0.67,0.83,0.83,0.5,0.83,0.33,0.17,0.33,0.33,0.67,0.75,1,0.83,0.83,0.83,0,0.17,0.17,0.17,0.17,0.33,0.17,0.83,26,0.29,0.22,0.25,0.5,1,0,0.17,0.17,0.83,0,0.83,0.17,0.17,0.83,0.83,0.33,0.67,,,0,0.5,0.83,0.33,0.67,0.67,0.5,0.67,0.17,0.83,0.83,0.83,0.67,0.67,0.67,0.67,0.75,0.33,0.83,0.83,0.83,0.67,0.83,0.5,0.33,0.67,0.67,0.33,0.33,0.67,0.67,0.67,0.83,0.67,0.33,0.67,18,26,26,11,11.33,13.91,10.76,7.09,15.74,13.38,10.35,16.11,43.09
0,0,0,0,0,0,0.67,0.67,0.67,0.33,0.5,0.67,0.67,0.83,0.67,0.5,0.67,0.67,0.67,0.25,0.5,0.83,0.83,0.83,0,0.33,0.33,0.17,0.33,0.67,0.33,0.83,26,0.57,0.22,0.75,1,0.33,0,0.67,0.5,0.83,0.33,0.83,0.5,0.67,0.83,0.83,0.67,0.83,0.33,0,0.17,0.83,0.67,0.83,0.83,0.67,0.67,0.67,0.83,0.83,0.83,0.67,0.83,0.67,0.83,0.83,1,0.67,0.67,0.83,0.67,0.33,0.67,0.67,0.67,0.67,0.83,0.67,0.5,0.67,0.67,0.67,0.67,0.83,0.83,0.67,18,26,26,11,12.19,14.42,15.36,8.66,16.93,13.87,14.77,19.68,50.63
